"","row","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name","Soil"
"1","ENSMUSG00000102269",22.1957186557177,-1.27900607487867,0.414662993277686,-3.08444711877667,0.00203930860007835,0.0139925936009216,NA,NA,NA,"PR8_v_HI"
"2","ENSMUSG00000025912",83.1054880145502,1.09135951060084,0.202577436792459,5.38736953078807,7.14963399342524e-08,2.74735577216889e-06,"Mybl1","17864","myeloblastosis oncogene-like 1","PR8_v_HI"
"3","ENSMUSG00000025938",64.0463711105002,-1.01960489234005,0.305360422399212,-3.33902109621486,0.000840741791518271,0.00702814249268412,"Slco5a1","240726","solute carrier organic anion transporter family, member 5A1","PR8_v_HI"
"4","ENSMUSG00000032719",42.6420463429171,-1.51958048057578,0.421313011108667,-3.60677320782727,0.000310028406819404,0.00322543867007359,"Sbspon","226866","somatomedin B and thrombospondin, type 1 domain containing","PR8_v_HI"
"5","ENSMUSG00000097934",5.84183864461828,-1.65733435081731,0.661368310004116,-2.50591739239365,0.0122134150532333,0.0542300547071898,"6720483E21Rik","77741","RIKEN cDNA 6720483E21 gene","PR8_v_HI"
"6","ENSMUSG00000100131",7.65707094276565,-1.85984822083599,0.715704619144268,-2.59862542603081,0.00935978443449012,0.04461816314903,NA,NA,NA,"PR8_v_HI"
"7","ENSMUSG00000100862",29.980611269534,-1.06886349669885,0.463599645905129,-2.30557444583894,0.0211344225313085,0.0816071110960412,NA,NA,NA,"PR8_v_HI"
"8","ENSMUSG00000101249",14.4213785081656,-1.46201118532875,0.459888071785112,-3.1790587210792,0.00147754155115003,0.0108423839629565,NA,NA,NA,"PR8_v_HI"
"9","ENSMUSG00000053185",7.61937508856112,-1.47742630788093,0.617136607830499,-2.39400205584096,0.0166656553784197,0.0685619690376202,NA,NA,NA,"PR8_v_HI"
"10","ENSMUSG00000096992",20.0052851100513,-1.47965585583348,0.575513411656634,-2.57101889524041,0.0101399794348137,0.0473788274223741,NA,NA,NA,"PR8_v_HI"
"11","ENSMUSG00000037447",1198.9477957741,1.51510300294742,0.351335741623342,4.31240782946507,1.61486209376501e-05,0.000292943088109215,"Arid5a","214855","AT rich interactive domain 5A (MRF1-like)","PR8_v_HI"
